time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
86.390651,-0.1134,-0.0311,0.1618,0.2
86.395855,-0.1281,-0.031,0.0993,0.165
86.399948,0.1571,-0.3061,-0.0246,0.345
86.404615,0.3221,0.209,-0.0903,0.394
86.409769,0.1347,0.1979,0.0394,0.243
86.414093,-0.0567,0.2294,0.2063,0.314
86.419994,-0.1568,-0.233,0.158,0.322
86.423846,0.0004,-0.0935,-0.1133,0.147
86.428139,-0.0375,-0.349,-0.3304,0.482
86.432955,-0.0178,0.1096,-0.2515,0.275
86.438127,-0.0655,0.0659,-0.0117,0.094
86.442714,-0.0091,0.1174,0.1501,0.191
86.447498,0.009,-0.2491,0.0445,0.253
86.452441,0.1511,-0.1094,-0.122,0.223
86.456803,0.2167,0.1668,-0.078,0.284
86.461583,0.1107,0.1892,0.0559,0.226
86.466319,-0.0092,0.0452,0.1556,0.162
86.470866,0.0094,-0.1308,0.0549,0.142
86.476191,0.1662,-0.1724,-0.1209,0.268
86.48052,0.1469,-0.0142,-0.2147,0.261
86.488653,-0.0099,0.323,-0.1131,0.342
86.490526,-0.2279,0.0213,0.1113,0.254
86.49581,-0.1409,-0.0074,0.0869,0.166
86.499282,0.0122,-0.3253,-0.1227,0.348
86.504196,0.0601,-0.09,-0.231,0.255
86.508798,0.0984,0.1387,-0.0535,0.178
86.513516,-0.1208,0.1707,0.1512,0.258
86.51915,-0.1442,0.0221,0.1929,0.242
86.523301,-0.0108,-0.0636,0.0062,0.065
86.52787,0.0653,-0.2149,-0.1601,0.276
86.532363,0.089,0.1239,-0.1778,0.234
86.537859,-0.0539,0.1846,-0.0245,0.194
86.542442,-0.0682,-0.0306,0.1276,0.148
86.546809,-0.0778,-0.1348,0.0314,0.159
86.551728,0.1365,-0.1337,-0.1114,0.221
86.556264,0.2883,0.1808,-0.0962,0.354
86.56114,0.1207,0.2648,0.0807,0.302
86.565717,-0.1794,0.1013,0.2848,0.351
86.570689,-0.1643,-0.2129,0.1168,0.293
86.576393,-0.0398,-0.1827,-0.1735,0.255
86.579965,-0.0961,-0.1859,-0.324,0.386
86.58476,-0.1664,0.2381,-0.1457,0.325
86.589724,-0.2986,-0.0013,0.1025,0.316
86.593833,-0.1552,0.0935,0.1966,0.267
86.598816,-0.0034,-0.2207,-0.0093,0.221
86.603552,0.0815,-0.0576,-0.1185,0.155
86.608768,0.0949,0.1802,-0.032,0.206
86.613035,-0.0063,0.2071,0.168,0.267
86.618016,-0.0455,0.0201,0.2335,0.239
86.62262,-0.0227,-0.1226,0.0325,0.129
86.62725,0.1385,-0.1406,-0.1338,0.238
86.632009,0.1898,0.0362,-0.142,0.24
86.637312,-0.0109,0.24,-0.0362,0.243
86.641912,-0.2489,0.0006,0.1021,0.269
86.646473,-0.134,-0.0185,0.0632,0.149
86.650944,0.0992,-0.3126,-0.1085,0.345
86.656499,0.1269,-0.0585,-0.1838,0.231
86.66054,0.0737,0.0796,-0.0637,0.126
86.665425,-0.0938,0.1596,0.1931,0.267
86.670477,-0.1182,-0.008,0.1961,0.229
86.675876,0.0953,-0.0556,-0.01,0.111
86.679452,0.2273,-0.1785,-0.167,0.334
86.684252,0.1402,0.1315,-0.0852,0.21
86.689053,-0.0891,0.1826,0.0722,0.216
86.694842,-0.1273,-0.0184,0.1665,0.21
86.698238,-0.1035,-0.2319,-0.0107,0.254
86.703916,0.1392,-0.0544,-0.1438,0.207
86.707927,0.1717,0.2261,-0.0714,0.293
86.712331,0.0614,0.3002,0.0908,0.32
86.719725,-0.1628,0.0318,0.2043,0.263
86.722035,-0.077,-0.2296,0.0079,0.242
86.726775,0.0276,-0.242,-0.2158,0.325
86.731219,-0.0248,-0.1118,-0.324,0.344
86.736334,-0.1957,0.1738,-0.0943,0.278
86.741176,-0.328,-0.0508,0.1621,0.369
86.745764,-0.1656,0.0681,0.1839,0.257
86.750401,0.0194,-0.2886,0.0108,0.289
86.756705,0.1419,0.0127,-0.1371,0.198
86.759947,0.0502,0.2024,-0.0177,0.209
86.764564,-0.0176,0.2386,0.2292,0.331
86.769893,-0.0332,-0.0009,0.2511,0.253
86.774115,0.0559,-0.0817,0.021,0.101
86.778988,0.1831,-0.1475,-0.1456,0.277
86.783742,0.2196,0.0957,-0.1398,0.277
86.788479,0.0087,0.2373,0.0036,0.237
86.792805,-0.2392,-0.0543,0.146,0.285
86.797597,-0.2054,-0.0683,0.0544,0.223
86.805431,0.0187,-0.2576,-0.1221,0.286
86.807371,0.0278,-0.0182,-0.1878,0.191
86.811835,-0.0394,0.2382,-0.0393,0.245
86.817007,-0.145,0.1031,0.203,0.27
86.821623,-0.0983,-0.0593,0.1869,0.219
86.826228,0.1335,-0.1017,0.0094,0.168
86.830909,0.1696,-0.1674,-0.0717,0.249
86.83705,0.1012,0.1756,0.019,0.204
86.840572,-0.1286,0.0696,0.1519,0.211
86.845133,-0.0485,0.0356,0.1745,0.185
86.850125,-0.0258,-0.2401,0.0022,0.241
86.855925,0.1685,-0.0246,-0.1403,0.221
86.859528,0.1909,0.1844,-0.0439,0.269
86.864095,0.0657,0.2209,0.1468,0.273
86.869186,-0.1209,0.0054,0.222,0.253
86.873945,-0.0023,-0.2084,0.0497,0.214
86.878392,0.1492,-0.2304,-0.1501,0.313
86.883145,0.1386,-0.1146,-0.2011,0.27
86.88784,-0.0906,0.1094,-0.019,0.143
86.892477,-0.2997,-0.0482,0.1711,0.348
86.897389,-0.1183,0.009,0.1413,0.184
86.905316,0.0906,-0.2617,-0.064,0.284
86.907406,0.2369,-0.0223,-0.1537,0.283
86.911332,0.1164,0.2105,-0.0621,0.248
86.91626,-0.032,0.2846,0.1856,0.341
86.921113,-0.0371,-0.0073,0.194,0.198
86.925858,0.11,-0.1449,-0.0209,0.183
86.93053,0.214,-0.1674,-0.1535,0.312
86.937231,0.2512,0.1663,-0.1093,0.32
86.940163,0.0456,0.2077,0.0675,0.223
86.944686,-0.1638,0.0161,0.1385,0.215
86.949262,-0.1722,-0.1549,0.0189,0.232
86.954112,0.0337,-0.3007,-0.1807,0.352
86.959234,0.039,-0.0228,-0.2599,0.264
86.963606,-0.0224,0.191,-0.1011,0.217
86.969166,-0.1316,0.0803,0.1941,0.248
86.972984,-0.0884,-0.0202,0.1878,0.209
86.977865,0.0449,-0.1434,-0.0085,0.151
86.982469,0.1684,-0.1611,-0.1224,0.263
86.987231,0.1108,0.2199,-0.0359,0.249
86.992126,-0.1179,0.1137,0.0975,0.191
86.996689,-0.0745,0.0273,0.1299,0.152
87.00216,0.0115,-0.2577,0.029,0.26
87.006279,0.1546,-0.0276,-0.0327,0.16
87.010772,0.1406,0.1911,-0.0081,0.237
87.01631,-0.0162,0.2845,0.0544,0.29
87.020793,-0.2675,-0.0311,0.0638,0.277
87.025451,-0.0612,-0.1779,-0.0886,0.208
87.030049,0.0869,-0.2571,-0.2163,0.347
87.03657,0.1299,-0.065,-0.1531,0.211
87.039559,-0.1128,0.2488,0.0618,0.28
87.044369,-0.3546,0.0331,0.2322,0.425
87.048989,-0.2485,0.0327,0.1734,0.305
87.053874,0.0757,-0.2192,-0.0608,0.24
87.058549,0.1986,0.02,-0.1221,0.234
87.0634,0.0596,0.2002,-0.0163,0.209
87.06801,-0.0646,0.189,0.2312,0.306
87.072459,-0.1266,-0.0547,0.1966,0.24
87.077282,0.0589,-0.1445,-0.0515,0.164
87.082222,0.1775,-0.11,-0.2266,0.308
87.089952,0.2101,0.1662,-0.0726,0.278
87.092068,0.0568,0.2076,0.1326,0.253
87.096547,-0.1291,0.0113,0.2222,0.257
87.10102,-0.2095,-0.1408,0.026,0.254
87.105864,-0.0749,-0.2772,-0.1688,0.333
87.110428,-0.0075,0.0288,-0.2291,0.231
87.116148,-0.1404,0.1662,-0.0705,0.229
87.120348,-0.2257,0.0745,0.1627,0.288
87.124923,-0.1921,-0.0876,0.1281,0.247
87.129319,0.0791,-0.1629,-0.0486,0.188
87.134049,0.2016,-0.0952,-0.148,0.268
87.139085,0.1333,0.1856,-0.0185,0.229
87.143811,-0.0822,0.1318,0.186,0.242
87.148299,-0.0258,0.0689,0.2369,0.248
87.153167,0.0828,-0.2925,0.0548,0.309
87.158474,0.1533,-0.01,-0.1399,0.208
87.162812,0.1337,0.1657,-0.0764,0.226
87.167438,-0.0287,0.283,0.0768,0.295
87.172117,-0.2665,-0.0374,0.2193,0.347
87.176998,-0.1418,-0.1938,0.0471,0.245
87.181585,0.1108,-0.2729,-0.2898,0.413
87.190257,0.2005,-0.0618,-0.2825,0.352
87.19086,-0.0338,0.195,-0.0474,0.204
87.196227,-0.2195,-0.0155,0.1523,0.268
87.20027,-0.0671,0.0082,0.1082,0.128
87.205239,0.2416,-0.2434,-0.0354,0.345
87.210046,0.3492,-0.0183,-0.1302,0.373
87.215914,0.1571,0.1195,-0.0721,0.21
87.220181,-0.0197,0.1565,0.1137,0.194
87.224124,-0.0483,-0.0204,0.127,0.137
87.228647,0.1232,-0.1721,-0.0642,0.221
87.233584,0.2328,-0.0708,-0.1826,0.304
87.238605,0.304,0.21,-0.0433,0.372
87.243372,0.1274,0.1942,0.2137,0.316
87.247825,0.004,-0.0351,0.2741,0.276
87.253697,-0.0709,-0.2435,0.068,0.263
87.257742,0.0834,-0.1986,-0.1746,0.277
87.262481,0.0565,-0.0495,-0.1444,0.163
87.266858,-0.0939,0.1647,-0.0005,0.19
87.271581,-0.1727,-0.0122,0.2183,0.279
87.276296,-0.0707,-0.0689,0.1456,0.176
87.281313,0.0691,-0.1204,-0.0975,0.17
87.289186,0.1894,-0.0622,-0.1487,0.249
87.291223,0.138,0.2329,-0.0475,0.275
87.296637,-0.0655,0.065,0.1527,0.178
87.299949,-0.0257,0.0836,0.1851,0.205
87.304622,0.0998,-0.3108,0.0367,0.328
87.309153,0.1916,0.0955,-0.1341,0.253
87.314158,0.0411,0.1663,-0.0279,0.174
87.319459,-0.0945,0.317,0.1299,0.355
87.324016,-0.3153,-0.2027,0.1534,0.405
87.328328,-0.1736,-0.049,-0.0894,0.201
87.332949,-0.0515,-0.2952,-0.2355,0.381
87.338186,0.1173,0.073,-0.1906,0.235
87.342704,-0.0671,0.1295,0.0298,0.149
87.347384,-0.2178,0.0051,0.2246,0.313
87.352462,-0.2538,-0.0139,0.1234,0.283
87.356785,-0.0232,-0.2225,-0.0674,0.234
87.361579,0.1729,0.0833,-0.1427,0.239
87.366582,0.035,0.2156,-0.0747,0.231
87.371043,-0.1499,0.1474,0.1542,0.261
87.376462,-0.1772,-0.0152,0.1484,0.232
87.380433,0.0098,-0.1431,-0.0712,0.16
87.388951,0.0014,-0.0991,-0.1226,0.158
87.39085,0.055,0.3148,-0.0118,0.32
87.395688,-0.1157,0.1699,0.1838,0.276
87.399424,-0.1624,0.0545,0.1498,0.228
87.404214,-0.1565,-0.2544,-0.0409,0.301
87.409251,-0.0457,-0.1811,-0.2161,0.286
87.413559,-0.0305,0.0103,-0.1096,0.114
87.420362,-0.2108,0.1336,-0.0041,0.25
87.423238,-0.2719,-0.0242,0.129,0.302
87.427939,-0.1476,-0.0717,0.0567,0.174
87.432393,0.019,-0.1566,-0.1053,0.19
87.437371,0.1421,-0.0129,-0.0997,0.174
87.442758,0.0933,0.2102,0.0438,0.234
87.447075,-0.0365,-0.0004,0.2006,0.204
87.451506,-0.0373,0.0469,0.1043,0.12
87.45631,0.1714,-0.3,-0.0533,0.35
87.460963,0.3556,0.1582,-0.181,0.429
87.466092,0.1779,0.1807,-0.0511,0.259
87.470426,0.0107,0.2267,0.1727,0.285
87.476614,-0.0987,-0.1739,0.1622,0.257
87.480159,0.0164,-0.1344,-0.0813,0.158
87.484759,0.0743,-0.2613,-0.2137,0.346
87.490923,0.1747,0.1492,-0.1313,0.265
87.496388,0.0173,0.0816,0.0977,0.128
87.498954,-0.1206,-0.033,0.2347,0.266
87.503577,-0.1579,-0.1657,0.076,0.241
87.508277,0.0812,-0.1452,-0.11,0.199
87.512782,0.2762,0.1741,-0.0902,0.339
87.517531,0.1041,0.1632,0.0199,0.195
87.522731,-0.0483,0.1145,0.115,0.169
87.527367,-0.1192,-0.0716,0.0715,0.156
87.531825,0.0438,-0.1706,-0.1333,0.221
87.537464,0.0068,-0.0266,-0.3269,0.328
87.541858,-0.0632,0.3012,-0.2293,0.384
87.546102,-0.1951,0.071,0.0196,0.209
87.550928,-0.1606,0.0276,0.048,0.17
87.556555,-0.1166,-0.3048,-0.1188,0.347
87.560701,-0.0441,-0.1124,-0.2701,0.296
87.565216,-0.0386,0.0879,-0.1542,0.182
87.570182,-0.2333,0.1868,-0.0345,0.301
87.575934,-0.266,-0.0001,0.1078,0.287
87.579595,-0.142,-0.0525,-0.0076,0.152
87.584274,0.0196,-0.2277,-0.146,0.271
87.588891,0.1663,0.0446,-0.2025,0.266
87.594755,0.0456,0.2293,-0.078,0.246
87.598361,-0.0509,-0.0006,0.0882,0.102
87.603178,0.0097,0.0372,0.0866,0.095
87.608021,0.213,-0.2574,-0.0244,0.335
87.612449,0.3872,0.1813,-0.0535,0.431
87.617627,0.1899,0.1941,0.0698,0.28
87.622541,-0.0157,0.2162,0.3063,0.375
87.626831,-0.1111,-0.2697,0.3273,0.438
87.631623,0.0321,-0.0681,0.0963,0.122
87.637598,0.0277,-0.2953,-0.0568,0.302
87.640929,0.1043,0.1486,0.0528,0.189
87.645709,-0.0339,0.0905,0.2662,0.283
87.650585,-0.0769,-0.01,0.4211,0.428
87.656435,-0.0719,-0.1856,0.2567,0.325
87.660041,0.1237,-0.1413,0.1031,0.214
87.664774,0.2328,0.1353,0.1269,0.298
87.6697,0.1178,0.2292,0.1842,0.317
87.67445,-0.0206,0.047,0.2458,0.251
87.679021,-0.0443,-0.0673,0.1596,0.179
87.683706,0.1323,-0.1331,-0.0685,0.2
87.688595,0.1375,-0.0891,-0.2474,0.297
87.693201,0.0668,0.3579,-0.2301,0.431
87.698002,-0.1653,0.0703,-0.0042,0.18
87.705756,-0.0449,0.0603,0.0677,0.101
87.707941,-0.0201,-0.3767,-0.1461,0.405
87.711901,0.043,-0.1172,-0.3964,0.416
87.716776,0.0013,0.126,-0.265,0.293
87.721574,-0.1976,0.1915,-0.0161,0.276
87.726456,-0.3057,-0.0475,0.112,0.329
87.730986,-0.1284,-0.0282,0.0584,0.144
87.737329,-0.0897,-0.2511,-0.1182,0.292
87.740419,-0.0082,0.1117,-0.1745,0.207
87.745273,-0.1178,0.3148,-0.0403,0.339
87.749887,-0.2131,-0.0534,0.1307,0.256
87.755925,-0.1845,0.018,0.0487,0.192
87.759852,0.0105,-0.2338,-0.1184,0.262
87.764237,0.1714,0.2094,-0.1414,0.305
87.769956,0.0033,0.2503,-0.0121,0.251
87.77346,-0.2215,0.2623,0.1971,0.396
87.778651,-0.3217,-0.2243,0.1668,0.426
87.783209,-0.1884,-0.066,-0.1007,0.224
87.788067,-0.2028,-0.246,-0.2474,0.404
87.792672,-0.1318,0.2446,-0.1507,0.316
87.797443,-0.2663,0.0334,0.1067,0.289
87.802715,-0.1729,0.028,0.2149,0.277
87.806954,-0.104,-0.1958,0.0754,0.234
87.811327,0.0411,-0.0853,-0.0821,0.125
87.816315,0.1429,0.0575,-0.0101,0.154
87.821005,0.1201,0.1848,0.1233,0.253
87.826096,0.0733,0.0643,0.2794,0.296
87.830363,0.1217,-0.098,0.2064,0.259
87.836593,0.3321,-0.1543,0.0484,0.369
87.840344,0.3138,-0.0203,-0.0557,0.319
87.844863,0.0918,0.3262,0.1451,0.369
87.849595,-0.1052,0.0433,0.2211,0.249
87.854136,0.0075,-0.0617,0.1305,0.145
87.859064,0.1818,-0.3461,-0.0451,0.394
87.863778,0.2321,-0.1914,-0.338,0.452
87.86927,0.2015,0.1614,-0.2584,0.365
87.873403,-0.0005,0.1267,-0.0421,0.134
87.878075,-0.0162,-0.1118,0.1009,0.151
87.882833,0.1964,-0.1395,0.0051,0.241
87.887708,0.2279,-0.2522,-0.0568,0.345
87.892233,0.3072,0.0774,-0.2317,0.392
87.896876,0.1579,0.1765,-0.0348,0.239
87.902441,0.0237,-0.0291,0.1224,0.128
87.906425,-0.0621,-0.1427,0.0029,0.156
87.911759,0.1765,-0.1889,-0.1586,0.303
87.916088,0.2811,0.1356,-0.1666,0.354
87.920637,0.1667,0.2485,-0.0509,0.304
87.925347,-0.0283,0.1279,0.1683,0.213
87.930225,-0.0606,-0.1768,0.1008,0.212
87.936753,0.0313,-0.1989,-0.1137,0.231
87.939532,-0.0052,-0.1828,-0.241,0.303
87.944243,-0.0793,0.1748,-0.1299,0.232
87.948846,-0.2867,0.0359,0.0895,0.302
87.954024,-0.1798,0.0308,0.1314,0.225
87.959118,-0.1212,-0.2114,-0.0219,0.245
87.963225,-0.0671,-0.1242,-0.1739,0.224
87.967952,-0.0418,0.2519,-0.0776,0.267
87.972564,-0.1122,0.2166,0.0798,0.257
87.97762,-0.1164,0.0677,0.1883,0.231
87.982159,-0.0495,-0.0943,0.0632,0.124
87.989942,0.16,-0.0603,-0.042,0.176
87.991904,0.1785,-0.0265,-0.0273,0.182
87.99602,-0.0311,0.2966,0.035,0.3
88.001433,-0.2635,-0.0286,0.1253,0.293
88.005799,-0.167,0.038,0.0866,0.192
88.010655,0.0099,-0.2803,-0.1182,0.304
88.016395,0.015,-0.1261,-0.2359,0.268
88.020511,-0.0178,0.1123,-0.139,0.18
88.024892,-0.2079,0.1541,0.0471,0.263
88.029143,-0.2025,-0.0657,0.0985,0.235
88.034301,0.0783,-0.0937,0.0022,0.122
88.039154,0.1915,-0.1499,-0.0792,0.256
88.043767,0.1523,0.0745,-0.0314,0.172
88.048286,0.0087,0.1118,0.1396,0.179
88.053942,-0.0442,0.0064,0.1668,0.173
88.058226,-0.092,-0.1361,0.0228,0.166
88.062664,0.113,-0.1017,-0.1107,0.188
88.06749,0.1746,0.1223,-0.034,0.216
88.072172,0.079,0.2637,0.0994,0.293
88.07637,-0.1733,0.1523,0.2414,0.334
88.081694,-0.1343,-0.2144,0.121,0.28
88.089429,0.0187,-0.1557,-0.0984,0.185
88.091586,-0.0094,-0.1068,-0.2164,0.241
88.096389,-0.1275,0.1836,-0.0153,0.224
88.100611,-0.2267,0.0254,0.1936,0.299
88.105381,-0.0835,0.0013,0.2157,0.231
88.109863,-0.0079,-0.3025,-0.0331,0.304
88.115899,0.0678,-0.0295,-0.1899,0.204
88.119613,-0.0229,0.1558,-0.0556,0.167
88.124249,-0.0563,0.2114,0.1537,0.267
88.128987,-0.0996,0.0244,0.1858,0.212
88.133449,-0.0192,-0.1088,0.0323,0.115
88.138349,0.2369,-0.1174,-0.0393,0.267
88.143094,0.2685,0.0307,-0.0626,0.277
88.148109,0.0481,0.2868,0.071,0.299
88.1531,-0.114,0.0518,0.1753,0.215
88.15763,-0.1376,0.0133,0.0982,0.17
88.162276,0.1103,-0.3665,-0.1114,0.399
88.166859,0.0385,-0.0312,-0.2577,0.262
88.171573,-0.0517,0.102,-0.1417,0.182
88.176644,-0.2039,0.1722,0.0872,0.281
88.181191,-0.213,-0.1521,0.1242,0.29
88.18859,0.0631,-0.0228,0.009,0.068
88.190352,0.1383,-0.1602,-0.1003,0.234
88.196379,0.1753,0.1638,0.0003,0.24
88.199956,0.0169,0.1482,0.1289,0.197
88.204787,0.0256,0.0377,0.1424,0.149
88.209645,0.0295,-0.1809,-0.0581,0.192
88.214064,0.1909,-0.1177,-0.2145,0.31
88.220113,0.2331,0.1397,-0.1273,0.3
88.224106,0.028,0.1908,0.0258,0.195
88.228138,-0.1572,0.0706,0.135,0.219
88.232986,-0.1466,-0.248,0.0105,0.288
88.238083,0.0401,-0.0988,-0.1797,0.209
88.242646,0.0218,-0.1263,-0.2307,0.264
88.247163,-0.1296,0.1691,-0.0059,0.213
88.252603,-0.2473,-0.0269,0.1506,0.291
88.257134,-0.0468,0.0871,0.1918,0.216
88.261539,0.0623,-0.2934,-0.0285,0.301
88.266324,0.157,0.0176,-0.1663,0.229
88.271113,0.0235,0.1314,-0.0368,0.138
88.276527,-0.0383,0.1873,0.1534,0.245
88.280577,-0.0905,-0.0658,0.1379,0.178
88.285797,-0.0047,-0.1223,-0.0722,0.142
88.29045,0.1857,-0.1497,-0.148,0.281
88.2958,0.2614,0.089,-0.0805,0.288
88.299688,0.1084,0.2782,0.1196,0.322
88.305368,-0.0914,0.0814,0.2851,0.31
88.308804,-0.1,-0.0427,0.1597,0.193
88.313285,0.0582,-0.346,-0.0693,0.358
88.319279,0.0113,-0.0962,-0.2301,0.25
88.323202,-0.1066,0.1847,-0.1238,0.247
88.327897,-0.2672,0.1215,0.1334,0.322
88.332545,-0.261,-0.0552,0.175,0.319
88.33774,-0.0173,-0.107,0.0026,0.108
88.342676,0.1018,-0.1441,-0.0781,0.193
88.347049,0.073,0.1752,-0.0296,0.192
88.351454,-0.0415,0.1785,0.1278,0.223
88.356437,0.0105,0.025,0.1888,0.191
88.361354,-0.0232,-0.1793,-0.0214,0.182
88.365992,0.1672,-0.0828,-0.1637,0.248
88.370494,0.1572,0.0983,-0.1006,0.211
88.37674,0.0522,0.2874,0.0476,0.296
88.380066,-0.2094,0.0904,0.1853,0.294
88.384794,-0.1085,-0.1904,0.0463,0.224
88.389354,0.0777,-0.1556,-0.1866,0.255
88.394382,-0.0027,-0.0687,-0.2514,0.261
88.398956,-0.1304,0.2166,-0.0403,0.256
88.405754,-0.2341,0.0345,0.1406,0.275
88.408798,-0.0623,0.0246,0.149,0.163
88.412887,0.1228,-0.2984,-0.0421,0.325
88.418531,0.2074,-0.0444,-0.151,0.26
88.422732,0.059,0.1791,0.0023,0.189
88.427301,-0.027,0.2298,0.2067,0.31
88.431963,-0.1176,-0.0712,0.1578,0.209
88.437043,-0.0129,-0.1276,-0.1283,0.181
88.442252,0.1488,-0.1123,-0.213,0.283
88.446428,0.2055,0.0644,-0.1166,0.245
88.450997,0.0385,0.2917,0.1029,0.312
88.45642,-0.2087,0.014,0.2399,0.318
88.460793,-0.1693,-0.0146,0.11,0.202
88.46561,0.0269,-0.3372,-0.1141,0.357
88.470059,0.0321,-0.1065,-0.2368,0.262
88.475635,-0.0628,0.1554,-0.0976,0.194
88.479658,-0.2765,0.1303,0.1592,0.345
88.484301,-0.2519,-0.0418,0.2097,0.33
88.489217,0.0101,-0.0463,0.0321,0.057
88.493582,0.0381,-0.1409,-0.0395,0.151
88.498373,0.0948,0.1308,-0.0293,0.164
88.505765,-0.0679,0.1724,0.1091,0.215
88.508204,-0.0066,-0.019,0.1228,0.124
88.512378,0.0304,-0.1898,-0.049,0.198
88.517209,0.2199,-0.1835,-0.1958,0.347
88.52215,0.2425,0.1503,-0.1041,0.304
88.526877,0.127,0.2535,0.0678,0.292
88.531425,-0.0831,0.166,0.2383,0.302
88.536938,-0.0878,-0.2389,0.113,0.278
88.541253,0.0458,-0.142,-0.1158,0.189
88.546007,-0.0251,-0.1502,-0.243,0.287
88.550447,-0.1765,0.2308,-0.0604,0.297
88.556363,-0.318,0.0627,0.1255,0.348
88.560273,-0.1268,0.0098,0.1388,0.188
88.56491,0.049,-0.2372,-0.0522,0.248
88.569967,0.1339,-0.1118,-0.2086,0.272
88.574182,0.0808,0.1976,-0.0597,0.222
88.579199,0.0229,0.2197,0.1973,0.296
88.583881,0.0029,0.0516,0.229,0.235
88.588398,0.0212,-0.1862,-0.0102,0.188
88.593445,0.192,-0.1181,-0.1241,0.257
88.59792,0.2055,0.0253,-0.0993,0.23
88.606028,0.0573,0.3004,0.0443,0.309
88.608126,-0.1852,-0.02,0.1489,0.238
88.612198,-0.127,-0.0199,0.0626,0.143
88.616861,0.0974,-0.3709,-0.1229,0.403
88.621532,0.1402,-0.0924,-0.2548,0.305
88.626439,0.0639,0.1789,-0.1577,0.247
88.630824,-0.1456,0.1395,0.114,0.232
88.636905,-0.0976,-0.0231,0.1745,0.201
88.640856,0.1023,-0.0657,0.0399,0.128
88.645269,0.1828,-0.1268,-0.0316,0.225
88.650275,0.0825,0.1639,-0.0024,0.184
88.656045,-0.1315,0.1863,0.1217,0.258
88.6598,-0.1449,-0.0621,0.1212,0.199
88.664218,-0.1062,-0.1802,-0.1121,0.237
88.669449,0.0944,-0.0885,-0.2584,0.289
88.673965,0.2228,0.1354,-0.1043,0.281
88.678693,0.1317,0.3052,0.0866,0.344
88.683243,-0.0828,0.0796,0.2761,0.299
88.689856,-0.03,-0.1488,0.0842,0.174
88.692527,0.0752,-0.2092,-0.1158,0.251
88.697558,0.033,-0.1077,-0.2479,0.272
88.702849,-0.1705,0.2018,-0.0416,0.267
88.706996,-0.3449,-0.0277,0.1154,0.365
88.711538,-0.1291,0.0389,0.1287,0.186
88.716085,-0.0194,-0.2985,-0.0673,0.307
88.721144,0.0285,-0.0824,-0.1667,0.188
88.725906,-0.0425,0.1651,-0.0561,0.18
88.730591,-0.0851,0.1969,0.1627,0.269
88.736795,-0.1422,0.0528,0.1758,0.232
88.74002,-0.009,-0.1423,-0.006,0.143
88.745023,0.1712,-0.1269,-0.1057,0.238
88.749458,0.2413,0.0356,-0.0716,0.254
88.754184,0.0403,0.2868,0.0907,0.304
88.758868,-0.1407,0.0993,0.1854,0.253
88.76394,-0.1356,-0.0155,0.0941,0.166
88.768944,0.0363,-0.3286,-0.1153,0.35
88.773241,0.0126,-0.117,-0.2471,0.274
88.778049,-0.0537,0.1118,-0.1738,0.214
88.782735,-0.2439,0.1108,0.0411,0.271
88.789431,-0.1816,-0.0184,0.0974,0.207
88.792521,0.1083,-0.0469,-0.0083,0.118
88.796431,0.1784,-0.113,-0.0322,0.214
88.801712,0.1438,0.0588,0.0347,0.159
88.806358,0.0283,0.1864,0.1439,0.237
88.811029,-0.0156,-0.0525,0.1382,0.149
88.816378,-0.0164,-0.1566,-0.0671,0.171
88.820677,0.1403,-0.1838,-0.2093,0.312
88.825774,0.1776,0.0978,-0.0796,0.218
88.829934,0.039,0.211,0.073,0.227
88.836685,-0.1038,0.1475,0.1913,0.263
88.839942,-0.094,-0.224,0.0617,0.251
88.844251,0.0968,-0.1414,-0.1097,0.203
88.848999,0.0636,-0.1306,-0.2228,0.266
88.854081,-0.0644,0.1505,-0.031,0.167
88.85902,-0.0971,0.0306,0.1307,0.166
88.863298,0.0313,0.073,0.1295,0.152
88.868125,0.0117,-0.2836,-0.0332,0.286
88.872709,0.0833,-0.0391,-0.1947,0.215
88.877302,0.0548,0.1654,-0.0271,0.176
88.882161,-0.0166,0.164,0.1487,0.222
88.887226,-0.1069,-0.0225,0.1571,0.191
88.89148,-0.0732,-0.1457,-0.0245,0.165
88.896456,0.1509,-0.116,-0.1432,0.238
88.901164,0.1745,0.0227,-0.0805,0.193
88.906162,0.0553,0.2694,0.0675,0.283
88.91048,-0.1346,0.0252,0.1906,0.235
88.916425,-0.0289,0.0487,0.099,0.114
88.919958,0.1096,-0.3265,-0.049,0.348
88.924864,0.0149,-0.1481,-0.1863,0.238
88.929613,-0.1125,0.0763,-0.1515,0.204
88.936305,-0.292,0.0614,0.0535,0.303
88.938954,-0.2239,0.0656,0.0858,0.249
88.943706,-0.0185,-0.0537,0.0087,0.057
88.94836,0.0959,-0.1101,-0.0581,0.157
88.954116,0.0625,0.0475,-0.0196,0.081
88.957914,0.0004,0.1752,0.0994,0.201
88.963143,-0.0474,-0.0114,0.1035,0.114
88.967506,-0.0665,-0.0113,-0.0352,0.076
88.972326,0.1192,-0.1773,-0.1399,0.255
88.977173,0.2328,0.1279,-0.0395,0.269
88.981623,0.0605,0.1459,0.0603,0.169
88.986789,-0.0588,0.1589,0.1974,0.26
88.991254,-0.1015,-0.1604,0.1199,0.225
88.99637,0.0227,-0.0832,-0.0283,0.091
89.000593,-0.048,-0.1204,-0.142,0.192
89.005639,-0.1136,0.1417,-0.0551,0.19
