time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
357.229839,0.1621,0.2292,0.113,0.303
357.234617,0.067,0.1184,-0.0167,0.137
357.239359,-0.013,0.0941,-0.0031,0.095
357.244328,-0.0355,-0.0582,0.1053,0.125
357.248838,0.0177,-0.1334,0.08,0.157
357.25339,0.1179,-0.2127,0.0551,0.249
357.258444,0.1936,-0.1965,0.1632,0.32
357.264098,0.174,-0.0095,0.0948,0.198
357.267497,0.1264,0.3136,0.179,0.383
357.272149,0.0608,0.373,0.3103,0.489
357.277188,-0.0227,0.3845,0.2132,0.44
357.282352,-0.1769,0.4764,-0.0776,0.514
357.286687,-0.0973,0.4109,-0.0003,0.422
357.292809,-0.0804,0.3935,-0.1519,0.429
357.296322,-0.0211,0.2434,-0.2601,0.357
357.30092,-0.1143,0.1374,-0.1541,0.236
357.30584,-0.2117,0.1888,0.1456,0.319
357.310274,-0.2186,0.3203,0.0537,0.391
357.314464,-0.0786,0.3415,-0.0373,0.352
357.319698,-0.0019,0.1015,-0.0563,0.116
357.325637,-0.026,-0.0559,-0.1182,0.133
357.329701,0.135,-0.0885,-0.1465,0.218
357.334349,0.138,0.0451,0.2103,0.256
357.338945,0.2457,0.187,0.3274,0.45
357.343778,0.22,0.4795,0.3158,0.615
357.348452,0.2427,0.5465,0.2386,0.644
357.352815,0.1329,0.4896,0.2193,0.553
357.358098,-0.0753,0.5424,0.1193,0.56
357.362553,-0.0631,0.2721,-0.0323,0.281
357.36771,-0.298,0.2462,-0.0879,0.396
357.371909,-0.1135,-0.0215,-0.0246,0.118
357.376665,-0.2205,0.0926,-0.1377,0.276
357.382187,-0.104,0.0064,-0.2691,0.289
357.38625,-0.0174,-0.0695,-0.1769,0.191
357.390746,-0.0031,0.0168,-0.224,0.225
357.395605,0.0823,-0.0115,-0.2049,0.221
357.400549,0.1056,0.1695,-0.1579,0.255
357.4052,0.1719,0.2542,0.183,0.357
357.410042,0.1194,0.4377,0.1798,0.488
357.414719,0.1388,0.6575,0.168,0.693
357.419328,0.2252,0.866,0.0998,0.9
357.42418,0.0737,0.7834,-0.0251,0.787
357.42882,-0.01,0.5734,-0.1539,0.594
357.433649,-0.1975,0.6024,-0.2013,0.665
357.438038,-0.1605,0.5838,0.0791,0.611
357.444986,-0.1474,0.4182,0.1676,0.474
357.447981,-0.3385,0.3773,0.0846,0.514
357.452481,-0.4337,0.2512,0.2302,0.552
357.457305,-0.239,-0.0779,0.2036,0.324
357.46204,-0.1553,-0.2952,0.1679,0.373
357.466531,-0.1484,-0.2878,0.2325,0.399
357.471512,0.0061,-0.1382,0.4209,0.443
357.476181,0.0597,0.2331,0.4137,0.479
357.481091,0.1229,0.2596,0.3266,0.435
357.485852,-0.0608,0.2573,0.1978,0.33
357.490326,-0.0813,0.3595,0.1511,0.398
357.495214,-0.1158,0.5224,-0.0375,0.536
357.500072,-0.084,0.3993,-0.2865,0.499
357.504714,-0.0669,0.282,-0.4153,0.506
357.509391,-0.0457,0.0899,-0.3491,0.363
357.513988,-0.044,-0.0959,-0.3551,0.37
357.518987,-0.1235,-0.0238,-0.5039,0.519
357.523553,0.0636,-0.2369,-0.3907,0.461
357.528582,0.1166,-0.5858,-0.2932,0.665
357.533128,-0.0204,-0.6991,-0.1683,0.719
357.537881,-0.1181,-0.5932,-0.0298,0.606
357.544272,0.0177,-0.3363,0.0695,0.344
